Dependents,tenure,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
No,66,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No
No,7,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,No
Yes,10,DSL,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No
Yes,40,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,85.05,3355.65,No
No,25,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,2395.7,No
No,23,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,No
No,66,Fiber optic,No,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,No
No,49,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes
Yes,65,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes
No,31,Fiber optic,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,No
No,10,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,Yes
Yes,43,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes
No,49,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2,No
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes
No,2,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,Yes
No,10,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,No
No,4,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,Yes
No,10,DSL,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,No
No,3,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,No
No,2,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,Yes
No,49,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,No
No,4,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,Yes
No,70,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,No
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes
No,52,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,Yes
No,3,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,No
No,45,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,No
Yes,1,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,Yes
Yes,61,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05,No
No,40,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,No
No,1,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,No
No,1,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No
No,52,DSL,No,No,No,No,One year,No,Mailed check,30.1,1623.4,No
No,51,Fiber optic,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,No
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes
Yes,3,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,Yes
Yes,47,Fiber optic,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,No
Yes,66,DSL,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No
No,35,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,No
No,29,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2,No
No,4,DSL,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,No
No,27,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No
No,29,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No
Yes,29,DSL,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,No
No,20,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No
No,71,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No
No,32,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No
No,26,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No
No,68,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No
No,3,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,Yes
No,33,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes
Yes,5,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,No
No,65,DSL,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,No
No,45,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,Yes
No,27,Fiber optic,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No
Yes,32,DSL,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,No
No,30,Fiber optic,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,No
No,5,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No
No,72,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,No
No,3,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,No
No,63,Fiber optic,No,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817.0,No
Yes,15,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes
No,22,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes
No,11,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No
No,22,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No
No,41,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No
No,15,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes
No,33,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes
Yes,3,DSL,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes
No,2,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes
Yes,71,DSL,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No
Yes,5,DSL,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,No
No,1,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes
No,6,DSL,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No
No,2,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No
No,31,Fiber optic,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,No
No,62,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes
No,70,Fiber optic,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,No
No,46,DSL,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,No
No,6,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes
Yes,72,DSL,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No
No,18,DSL,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,No
No,40,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes
No,58,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes
No,25,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No
No,2,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,Yes
Yes,55,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No
No,21,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes
No,61,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No
No,47,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,No
No,5,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No
No,7,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes
Yes,60,Fiber optic,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,Yes
Yes,34,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,No
Yes,37,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,No
No,4,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,Yes
Yes,62,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,Yes
No,20,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes
No,3,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,Yes
No,22,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Yes
No,4,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,Yes
No,62,DSL,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,No
No,59,Fiber optic,Yes,No,No,Yes,One year,No,Electronic check,85.55,5084.65,Yes
Yes,57,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598.0,No
No,60,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes
Yes,45,Fiber optic,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,No
No,33,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,No
No,6,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,Yes
No,7,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,No
Yes,37,Fiber optic,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,No
Yes,50,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Yes
No,32,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No
No,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Yes
No,63,Fiber optic,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,No
No,9,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,Yes
No,9,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,Yes
No,4,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,No
No,19,DSL,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,No
No,71,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,No
No,10,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Yes
No,15,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,No
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Yes
No,26,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,No
No,21,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,No
No,16,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,No
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,Yes
No,13,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,Yes
Yes,68,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No
Yes,30,Fiber optic,No,No,No,Yes,One year,No,Electronic check,86.45,2538.05,No
No,16,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No
No,33,Fiber optic,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No
No,4,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,Yes
No,4,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No
No,65,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No
Yes,13,DSL,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,No
No,24,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No
No,3,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes
Yes,32,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,No
No,35,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes
No,2,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,Yes
No,8,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,No
No,22,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,No
No,1,DSL,Yes,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes
Yes,32,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,No
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes
No,2,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,Yes
No,58,DSL,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,No
No,44,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes
Yes,59,DSL,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes
No,11,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,No
No,62,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes
No,1,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,Yes
No,12,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No
No,35,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,Yes
No,34,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,Yes
No,4,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,Yes
No,2,DSL,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,No
No,7,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,Yes
No,27,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,Yes
Yes,4,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,No
No,53,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,5016.25,No
No,18,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes
No,9,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,No
No,1,DSL,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,No
Yes,12,DSL,Yes,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,Yes
No,4,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,No
No,5,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,No
No,45,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,No
No,37,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,No
No,8,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,Yes
Yes,26,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,Yes
Yes,50,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,No
Yes,27,DSL,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,No
No,8,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,Yes
No,13,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,No
No,56,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,No
No,14,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes
Yes,14,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,No
Yes,32,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,Yes
Yes,43,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No
No,3,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,No
No,12,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,Yes
Yes,16,DSL,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No
No,40,DSL,No,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,No
No,5,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,Yes
No,40,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes
No,5,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,Yes
Yes,2,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Yes
No,23,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes
No,34,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No
No,2,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes
No,22,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No
No,7,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Yes
Yes,59,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No
No,59,Fiber optic,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,No
Yes,3,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,No
No,46,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,No
No,2,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Yes
No,13,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,Yes
No,17,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes
No,16,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No
No,29,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,No
Yes,41,DSL,No,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,No
No,1,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,No
Yes,25,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,Yes
Yes,5,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No
Yes,3,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,Yes
Yes,54,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,No
No,9,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,No
No,63,Fiber optic,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253.0,No
No,37,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes
No,52,Fiber optic,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,No
No,19,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes
No,12,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No
No,39,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes
No,7,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes
No,47,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No
No,11,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes
Yes,11,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No
No,18,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,No
No,1,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes
No,3,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,No
No,2,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes
Yes,13,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes
No,41,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No
No,7,DSL,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,370.4,No
No,70,DSL,No,Yes,Yes,No,Two year,No,Credit card (automatic),76.1,5264.25,No
No,62,Fiber optic,No,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,No
No,3,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,Yes
Yes,1,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,Yes
No,12,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes
No,26,DSL,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,No
No,70,DSL,No,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,No
No,60,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes
Yes,32,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,No
No,14,DSL,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,No
No,6,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Yes
No,43,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,No
No,39,DSL,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No
No,21,DSL,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes
No,53,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,No
No,1,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,Yes
No,71,Fiber optic,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,No
No,3,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,No
No,7,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,Yes
No,47,DSL,No,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,No
No,14,DSL,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45,No
No,20,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,No
No,37,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,No
No,12,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,No
No,53,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes
Yes,18,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,No
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes
No,3,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,No
Yes,9,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes
Yes,17,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,Yes
Yes,11,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,Yes
No,7,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,521.35,No
Yes,3,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,250.05,Yes
No,24,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes
Yes,62,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No
